Temp_Code,PH_Code,EC_Code,EC,PH,Temp,D
C,C,C,38,5,37,19.652667054617304
C,C,A,5,5,51,11.485151349156386
C,B,C,26,14,36,17.158064987835665
C,C,B,10,0,39,13.659149325936239
C,A,C,22,7,27,11.531932245603874
C,C,B,16,6,21,14.374387094663952
B,C,B,19,2,11,14.444792313557866
B,C,A,5,5,13,11.87609178976836
C,C,A,1,4,55,14.117687693800143
C,C,C,22,2,24,20.75841952377747
C,B,C,32,10,41,18.134767689413387
A,B,A,3,12,10,5.559962333820648
A,B,B,17,11,2,8.34208275988213
B,C,C,31,5,17,13.574443701319886
C,C,B,14,3,44,12.524194268335917
C,C,A,8,2,44,11.046179427301432
C,A,C,28,7,24,13.789426152782493
C,B,C,23,13,27,20.009813117096968
C,A,C,32,7,41,15.839288563033351
B,B,A,3,12,19,11.377243554098603
C,C,A,4,0,21,11.14823559276727
B,B,C,26,12,16,16.444678425655873
C,B,B,11,14,39,12.79074775401163
C,B,C,23,14,52,13.471776674379104
C,B,C,32,13,49,16.673783752563118
C,B,C,22,11,51,14.11502199158894
C,C,C,30,6,60,17.67252047162944
C,B,C,30,13,35,14.956607556854786
C,B,C,37,10,49,18.669561229790418
B,C,B,12,5,11,12.093874032409655
B,C,C,37,5,19,15.096841403476457
B,C,C,37,0,14,16.092684914577575
B,B,C,27,11,18,14.419436115656683
C,B,B,12,13,40,12.734666698867942
C,B,B,13,11,43,12.464215074194708
C,C,C,28,1,32,19.323158212796
B,B,A,2,12,17,12.56659313632884
A,C,A,2,3,5,8.623083798444279
B,B,C,38,10,19,11.68024989118711
A,A,C,28,8,9,11.41287991896247
B,C,A,7,2,18,6.725051254947406
A,B,C,37,10,2,10.394231567205575
B,C,B,11,5,11,8.845776108451602
C,C,C,23,1,38,20.985928408401513
C,C,C,34,0,23,18.090423044606457
C,B,C,30,12,55,19.26788669492762
B,B,C,32,10,16,14.81065919077347
B,B,B,15,10,14,11.738433313960769
B,C,B,10,1,18,13.204815501623946
C,C,A,7,3,38,11.12016717522539
C,C,C,22,2,23,18.155774197439108
C,B,B,10,14,50,11.902768312892007
C,B,C,30,13,50,15.581713785252104
C,C,C,33,1,50,18.359821425852186
C,B,A,5,13,42,10.278497877433779
C,A,B,11,7,21,9.958378159513568
C,C,B,19,0,54,13.31985763706425
B,B,A,7,14,12,9.639389008288248
C,B,A,3,14,32,11.582421547758658
C,B,B,19,10,45,12.954133774925928
A,A,C,33,7,3,11.344412600956586
C,A,C,22,7,37,16.062050205357544
C,B,C,34,14,48,16.081198776503946
C,B,A,2,12,24,11.59165824971106
C,A,C,40,8,31,16.843742206306793
C,C,A,4,2,56,13.417268094346028
C,C,C,28,2,55,19.243032928731452
C,B,C,37,10,44,14.537291933578665
C,C,B,14,6,41,13.139618521949629
B,B,A,5,12,12,10.220528705059031
B,A,C,25,7,16,15.022796413275973
C,A,C,40,8,43,12.714750255004285
C,C,B,11,4,30,13.503084753353193
C,B,C,25,14,38,18.80471548408179
C,C,C,28,0,57,20.15913965064682
C,C,B,13,3,39,13.098845146034982
C,B,C,26,10,27,13.53589387750166
C,A,A,7,8,59,9.014769942657296
A,C,C,22,2,2,14.634333583841512
C,C,B,11,4,55,14.105555280220262
C,A,A,4,9,60,9.069967358562824
A,C,A,8,4,6,8.26978819687292
C,B,C,30,10,28,16.184706253213015
C,C,B,19,1,39,12.731358783564868
C,B,C,24,11,45,16.37218934440532
C,A,C,37,9,53,13.428126868227423
C,A,A,2,8,40,9.218231054605372
B,A,C,20,8,18,13.849108804913417
C,C,C,32,2,47,16.960351236226828
B,B,B,12,11,15,13.384120126372258
C,C,A,3,0,43,12.95691264518743
C,B,C,21,11,31,15.02519137449547
B,B,C,40,12,15,15.766577524892753
B,C,B,13,1,17,14.334397751901403
C,C,C,34,5,47,19.090775328783987
C,C,B,10,6,42,12.17479679100849
A,C,A,4,5,7,7.796377381302561
C,A,C,39,9,46,13.136103292544796
C,A,B,14,7,58,8.785390550881042
B,A,C,24,9,15,13.453273948499973
C,C,A,3,0,41,11.514570445796927
C,B,C,22,11,26,18.516384689024708
C,B,C,22,11,23,16.5948139430429
C,A,B,18,9,32,9.429549548568499
A,C,B,15,2,0,8.534622914585265
C,C,C,37,3,60,17.847231579920354
C,C,C,33,2,57,15.712223836599343
A,C,C,26,1,9,14.215329417479234
B,B,C,34,10,18,14.885088587653085
A,C,B,14,6,6,8.341251883283155
A,C,C,30,6,7,10.755704968090214
C,C,C,36,1,42,20.41319409754077
A,C,C,30,2,9,13.002001697704147
C,C,B,13,1,39,15.737819877003176
C,B,B,12,13,22,12.165051928461423
A,C,C,30,3,1,15.512995492923746
A,B,C,35,14,7,12.454775148719667
A,C,A,9,1,0,6.623392383775989
B,B,C,35,11,20,11.113983422532549
C,B,C,24,14,37,16.397065619134878
C,C,C,27,1,47,18.854063176642153
C,C,A,4,6,57,12.891512892541925
C,C,C,32,3,43,17.98140865668127
C,C,C,33,4,50,21.183185532346613
C,A,C,32,8,60,14.055298917119597
C,B,B,14,14,47,11.882137973209108
C,C,A,6,6,29,12.752474640861646
C,C,C,35,3,50,17.839269490761065
C,A,C,20,8,29,11.758412293526513
C,C,A,9,1,37,12.930129891985306
C,B,C,33,11,35,16.15876894768525
C,A,B,11,9,31,9.875598830589057
C,B,C,27,10,27,18.512096498934
B,C,B,16,5,12,12.411171239470914
C,C,B,19,0,30,13.403462432777175
C,B,C,29,10,22,19.934902646474665
C,C,C,34,1,48,17.062115942566102
C,B,C,31,12,46,18.087691203037423
C,A,C,39,8,23,15.749041436554872
B,B,C,21,13,17,19.550823864052905
A,A,A,5,9,10,4.325295983076179
C,A,C,39,8,38,16.610187235240456
C,B,C,28,11,55,15.45704673447769
C,C,C,33,5,39,17.610988080764027
C,A,A,4,7,45,8.083358235321978
A,C,A,7,3,0,6.673882917770869
C,C,B,19,4,26,15.821336060551538
B,B,C,25,12,12,19.92401609751053
C,C,C,31,1,23,18.794460007078783
B,A,A,4,7,17,5.862841211203403
C,C,C,35,4,44,19.07668178059068
C,A,C,25,7,27,12.389347882333634
B,A,C,23,9,17,12.378432504363513
A,A,B,16,7,8,6.222154605976732
C,C,C,23,2,40,20.244825090533816
A,C,C,26,1,5,11.548462676494967
C,C,A,4,1,45,11.99648960217787
C,B,C,36,13,49,15.469499710862372
C,C,C,20,5,44,17.056287774736383
B,C,C,37,3,12,15.949239860786014
B,A,A,6,9,20,7.929199545776859
A,B,C,21,12,8,14.639006675825264
C,C,C,27,0,43,17.557696681292732
C,C,C,24,0,28,19.627880390655505
C,B,C,28,11,25,18.860005169461445
C,B,C,23,12,43,17.071962018767266
C,B,C,40,12,33,16.66479519275282
C,C,C,25,2,31,16.696144224054834
C,B,C,37,13,27,16.18880951315242
C,B,B,19,12,41,13.15772406714667
C,C,C,26,1,46,16.48998356583047
B,A,B,19,9,15,10.674096089734828
B,C,A,2,5,13,9.804951967934633
C,B,C,37,12,42,17.487104378587095
C,B,C,24,10,40,18.177552524506986
B,C,B,11,6,15,12.870156112978627
C,C,A,5,0,24,12.293977643628565
B,C,C,30,5,16,16.82433447303942
C,A,C,24,9,29,13.935365696338872
B,C,B,18,5,15,16.35841378298265
C,C,B,10,5,55,13.046770255821954
C,A,B,19,7,56,9.966826882154237
C,C,B,12,3,23,12.326816461530195
C,B,B,11,14,54,13.517790062875125
B,B,A,9,11,20,10.556926489982484
C,B,A,8,12,38,12.793437830243603
C,B,B,13,10,30,11.884141822908239
B,C,B,11,5,18,13.428916719956447
A,B,C,35,11,1,15.46276804855846
C,B,C,25,10,26,16.505767556205363
B,B,C,31,12,15,14.43673063428162
C,B,B,10,14,59,13.684748567769068
C,C,C,23,2,32,16.388579494022945
C,B,C,23,11,54,18.740293954890873
C,A,C,31,8,42,12.769170162428084
C,C,A,1,2,38,14.125610276965327
C,B,B,17,14,52,11.834512049911543
C,A,C,40,8,59,15.150272122551934
C,A,C,36,7,40,11.034530180963744
C,C,A,5,6,46,10.320124862997865
C,B,A,8,14,40,10.884430357770244
C,C,B,10,2,23,14.409819317297893
A,C,A,3,3,3,5.740367551546713
C,C,A,4,2,38,11.33417374446612
C,C,A,7,5,40,11.52015262582844
C,C,C,33,3,22,15.28748898389783
C,A,C,40,8,26,13.713679539778315
C,B,B,12,14,58,12.627199063326294
A,C,C,29,3,5,17.514218846935442
B,A,C,29,8,13,7.6335525401427855
C,A,B,19,8,35,8.694289688653962
C,C,C,35,3,34,19.79793306433506
C,B,B,14,12,34,12.670466861468162
C,A,B,19,9,24,9.867456751892522
C,C,C,39,5,26,18.506302834996884
C,B,A,8,10,34,9.511595043517396
B,C,C,20,3,11,17.25518937771674
C,B,B,17,13,40,13.414026337549922
C,C,B,11,1,26,12.384671215667806
C,C,A,9,0,50,10.854746245592597
C,B,C,39,12,26,19.634240035642698
C,C,B,17,6,25,13.1019202214192
C,B,C,37,14,29,16.6560080221996
C,A,C,21,8,38,13.622813747010897
B,C,B,16,1,12,12.782635858400287
C,A,C,36,8,46,14.66803262506162
C,C,A,5,0,39,9.525758295473072
C,B,C,22,13,29,16.334347443545674
A,C,B,13,5,0,7.870357503307366
A,B,B,16,13,8,7.620488529408341
C,C,C,32,5,45,19.4107076738538
C,A,B,19,8,22,10.428814246616488
A,C,C,35,1,2,15.51003982029363
C,B,B,12,11,53,12.730547421211005
B,C,B,16,0,17,15.524405852249092
B,B,B,12,12,16,13.419334233964811
C,B,C,36,11,37,15.064044150518914
A,B,B,14,14,6,7.534210293333192
C,C,B,14,3,58,14.633596224728008
B,B,C,37,14,20,17.153242822250355
C,C,C,37,1,59,21.424302763774996
C,B,C,31,10,57,19.311214504833323
C,B,A,1,10,57,10.952909984728253
C,A,C,29,7,51,13.49760196966395
B,C,C,39,5,11,17.61580396720654
C,C,C,36,3,59,19.807843549974717
C,B,C,31,11,32,16.89374707377822
C,C,A,2,1,34,12.094741185634401
C,A,B,16,7,33,10.225644933084318
C,A,A,3,7,59,7.6757722558980435
C,B,C,32,10,51,18.49612575570188
C,A,C,31,9,47,11.670644324129576
C,A,A,4,7,38,7.606095044767637
C,A,C,26,8,59,14.17115280676326
C,B,C,26,10,28,16.42191324986709
A,C,A,1,6,9,5.678294402728135
C,C,B,15,4,47,14.77768177743809
C,B,A,4,14,54,10.500218597555545
C,B,C,26,13,45,17.151102341083437
C,C,C,37,3,43,19.473529236659925
A,A,A,3,7,8,2.6060086553987514
A,C,A,6,6,4,7.537963106803765
C,C,C,24,3,52,19.135206560556192
C,C,A,9,2,55,11.716940538780001
C,C,C,32,2,21,16.52753657630535
C,C,A,7,6,47,11.652256473056891
C,C,C,35,4,25,16.30990840008265
B,C,C,24,0,11,17.29839344408475
C,A,B,17,8,24,10.627128565228988
C,C,C,35,1,25,21.180797999540708
B,B,B,17,11,17,12.246780879592913
C,C,A,2,2,54,11.080989676770688
C,C,C,30,5,38,19.881397682390986
B,A,B,14,8,16,9.54748907260701
A,C,A,9,6,6,5.6040247479164815
B,C,A,5,4,17,9.566919441096713
B,B,B,17,14,13,8.508928846847883
B,C,C,28,0,12,15.447117915277301
A,C,C,40,1,8,10.744425603583405
C,C,C,27,4,55,18.017486552526933
C,B,B,12,12,28,12.489932510107517
C,A,C,37,8,58,14.391318686722766
C,B,A,7,12,31,12.373199654821533
C,B,A,8,10,54,10.11336047362909
C,B,C,23,10,59,19.72512350624586
C,C,B,17,1,21,12.631518025377641
A,B,C,40,10,10,15.219605693177005
C,C,B,14,0,54,13.065954433809974
B,B,A,9,11,15,9.134903376840992
B,C,A,9,4,15,11.05231428719268
C,A,B,11,8,33,8.78157121502025
C,B,A,8,10,52,12.246183012282458
C,C,A,4,4,33,11.480009930493456
C,C,C,35,5,23,16.871865084402344
C,B,C,27,10,51,17.914113757799917
C,B,A,1,13,60,10.285304697355311
C,C,C,32,6,26,19.610008910442193
A,C,C,24,4,9,15.083162845475078
C,B,B,19,11,32,12.502905771718924
C,C,B,14,1,30,14.38073193430449
C,A,B,10,8,32,9.392134003347053
C,C,C,30,3,28,15.445613458608964
C,C,C,31,5,29,18.08224934288051
C,B,C,39,13,43,15.73770118332135
C,B,C,33,12,29,13.597254453496756
A,C,A,7,4,10,7.000578629897614
C,C,B,17,4,24,13.151516897623136
B,B,A,4,12,17,9.7782473507008
B,B,C,28,12,16,16.89749359004223
C,B,C,37,14,58,16.49654837185865
C,B,A,7,13,48,11.903436134906334
C,C,C,37,6,60,16.54827166584696
A,C,C,26,1,6,14.000303321821622
A,C,B,12,4,10,7.859132671483804
A,C,C,32,0,7,16.007851837183082
C,C,C,36,2,42,15.52451465019682
A,C,B,15,0,0,11.132262242803792
A,B,A,9,11,7,5.7660324313800935
C,B,A,8,14,58,10.695851890911168
A,B,A,7,12,5,5.244951701053903
A,C,C,35,6,9,11.994464958097533
C,B,B,11,13,45,12.035193472698971
B,C,B,18,2,16,12.513912407414033
C,B,C,21,13,46,16.355293472015838
C,C,B,19,5,23,14.11432813798251
C,A,A,7,7,24,8.162136590852676
C,A,A,7,9,58,6.479619164097712
C,C,B,19,0,49,14.452146859834683
C,C,C,20,3,31,17.799936649429533
B,A,B,17,9,20,9.178632832316346
C,C,C,21,3,28,20.500312159825455
C,C,C,29,4,28,17.57396276165224
B,C,A,4,4,12,12.149250409648081
C,B,C,27,14,35,17.76743087287703
A,B,B,14,11,9,7.773266680663529
C,B,C,32,10,21,14.464802773889664
C,B,B,11,11,37,13.062119612107306
B,C,B,16,3,12,14.287439712458237
A,C,A,2,2,1,7.24584672952846
B,B,C,25,10,19,10.128379407289387
C,B,B,11,10,31,11.924653324025005
C,C,A,6,6,59,12.070024778188372
A,B,C,20,11,3,14.558421071358286
C,A,B,11,8,30,9.884775730936948
C,C,C,35,0,23,18.98173058028305
B,A,B,16,7,16,10.737670678671435
C,C,A,9,0,32,11.609995680855118
C,A,C,20,7,51,15.8239241423172
C,B,C,23,12,33,16.733516249757578
B,B,C,34,14,18,17.938880211460138
C,A,A,2,8,45,5.850289242535088
A,A,A,1,7,10,4.6710694814982014
C,C,C,21,3,57,17.935571961922868
A,C,B,10,6,9,7.506646192479586
C,C,C,37,3,21,20.639383650122667
B,B,B,14,11,14,12.47851667185209
C,C,C,40,3,49,19.486290590995754
B,C,B,10,1,16,14.22985314085479
A,B,B,16,12,7,8.231781965442591
B,A,B,15,9,18,5.654038199852756
C,A,C,34,8,44,16.23202057445119
C,C,A,7,5,44,12.132665908525416
C,C,C,34,5,39,19.5358256913537
C,C,B,16,5,48,13.998404702836584
C,C,C,33,1,48,17.418537284747256
C,A,C,37,8,56,16.489713793944574
B,B,B,18,14,14,13.332436014238164
C,A,B,10,8,51,8.990330679646064
C,A,C,34,9,42,15.62885296155763
B,A,C,40,8,17,17.25516106734067
C,C,A,1,0,51,11.799355291780781
A,C,C,36,2,2,14.847215836359604
C,B,C,20,11,49,18.39835871825062
C,C,C,20,5,30,17.410383201734412
A,C,C,33,4,6,13.60457611595662
A,C,A,4,2,5,8.877947390745138
B,C,B,19,0,13,8.620351751563486
B,C,C,32,0,19,15.11949915662186
C,B,B,19,10,30,12.691060788472019
B,C,C,34,2,12,18.965080562411273
C,B,C,38,12,44,15.606366784352263
C,B,A,3,13,51,12.859316581703164
C,B,A,5,14,37,11.238664146462224
B,C,B,19,0,19,15.464366104940051
C,C,C,34,3,21,14.40036508050983
C,C,A,7,1,57,12.529127929479518
C,B,A,8,13,35,10.136817240975954
C,A,C,27,9,42,13.301937589592036
B,A,C,32,9,11,13.813513322749532
A,C,B,14,2,3,9.247100358153572
A,B,C,37,11,2,9.449404317035368
C,B,C,27,14,56,17.723406052772003
A,C,C,29,4,10,12.404397545187948
B,A,B,10,7,11,5.553809806703316
C,C,B,17,1,46,15.816893151371374
C,A,B,13,8,26,10.384506527976283
C,C,B,17,5,36,13.203231594668434
C,C,C,32,4,39,17.96966066155808
C,B,C,21,14,56,19.440077434705675
B,B,B,18,12,18,13.982995800655136
C,B,C,33,14,50,15.29047548333903
C,C,A,5,6,31,12.686435973442336
C,C,B,12,3,59,12.610545482512634
C,C,B,19,1,49,14.428015362201236
C,C,B,14,5,45,12.655233849143764
A,C,B,18,2,10,7.677417056086234
A,C,C,40,5,2,14.891890413062342
C,C,A,1,2,23,12.605426782209378
C,B,B,19,11,29,11.83445584257898
C,B,A,8,13,51,9.991918258944914
C,A,C,34,7,34,13.785967479919538
C,B,A,9,13,35,8.822059178034301
C,C,C,35,6,22,19.70741873255871
B,C,A,8,4,17,11.069473805342223
C,C,C,35,1,33,19.744221629679352
B,A,C,36,8,16,14.534300476890618
A,C,B,17,4,2,10.344174091188783
C,B,B,18,11,34,11.447460683145565
C,B,C,23,14,31,18.418052553874368
B,B,C,33,10,12,19.390703316733138
A,B,A,7,13,2,4.983787534932658
A,B,B,15,12,8,7.135613286433571
A,C,B,14,1,10,10.124428729988155
C,A,C,37,8,31,16.042494495066688
C,C,C,27,1,48,21.385212721500267
C,C,A,4,2,33,10.970827375098018
C,C,B,15,6,37,12.83503915791773
A,B,C,37,11,2,11.500139777428181
C,A,C,30,9,55,11.705151993089785
C,B,C,34,13,43,15.938656055305815
C,B,A,1,12,59,10.580794741266445
B,C,C,36,4,17,14.309869804213811
C,C,B,18,4,48,12.78804895659816
C,A,B,11,7,57,8.937009653201184
A,C,C,38,3,9,10.231404167471634
C,B,C,29,12,39,19.033024831436858
A,C,A,7,4,9,6.209975301081486
C,B,C,21,14,39,19.134032263083327
A,C,C,38,4,6,14.640390066968001
C,C,A,2,1,60,13.715592703128417
A,C,A,3,3,0,7.462303257983979
C,B,B,16,14,37,12.647699821224679
B,A,C,38,9,17,12.503552498930997
C,C,C,36,4,40,17.41277880748915
C,B,C,37,14,30,17.56212158483148
C,A,B,16,9,48,8.19062086501103
C,A,A,7,9,39,6.577226649616325
C,B,A,2,12,39,10.96267071006542
A,B,A,6,12,3,7.264967494263725
C,C,C,36,2,57,20.34453402589625
C,C,A,6,3,21,10.123007281754141
C,B,A,4,10,37,11.973672554687063
C,B,B,16,11,29,13.616513125399731
C,B,C,31,13,54,17.28219686319138
C,B,C,26,10,46,17.413945902278304
B,C,B,18,3,18,14.273481397011274
C,B,B,13,12,37,12.348208789900497
B,B,C,20,10,17,17.069732118030274
B,B,C,27,14,17,15.8383395365484
C,C,C,40,6,37,19.732490163899506
C,B,C,30,14,38,14.890186984399362
C,C,C,39,6,26,18.60676395567296
C,B,B,15,12,22,11.844781107343213
C,A,A,6,9,44,8.653977246886255
B,B,C,36,12,15,15.239663881947395
C,B,B,11,13,24,12.226900541306433
B,B,A,4,12,15,11.643279762521985
C,B,C,32,13,49,14.944306040781981
C,A,C,39,8,53,13.542521058430856
A,B,B,19,14,2,8.188593802867949
C,C,C,31,1,32,17.31066151081877
C,C,C,27,0,27,17.17654881259952
C,C,A,8,6,48,12.999502103596004
C,B,C,24,12,39,18.043993813634977
C,A,C,31,9,26,13.053738844486212
C,A,A,6,9,31,7.903215628006705
C,B,A,2,13,57,9.86350884027285
C,C,C,26,3,28,19.416236816966403
B,B,C,36,14,15,17.459903257941406
A,C,C,32,5,0,11.90061821350568
B,C,B,15,4,13,9.90438006555293
C,C,B,17,1,40,14.354837800122343
A,C,C,28,5,5,16.751487711726888
A,A,B,15,7,0,4.092057027374154
C,C,C,23,0,31,17.893208641536308
C,A,C,30,7,60,15.971205140448667
A,C,C,23,5,8,14.019899614540662
B,B,B,16,10,15,6.8286991789860645
A,C,C,32,0,9,15.54625186264658
C,A,A,1,9,29,7.485308826254551
B,B,A,4,10,19,10.151078702941229
C,B,B,12,14,50,11.678518429602153
C,B,C,24,10,26,18.61412232712487
C,B,C,31,11,56,16.56121275223228
B,B,B,17,13,15,12.12838464666628
C,C,A,5,0,37,10.44995156324524
C,C,C,25,3,60,22.26593914028355
C,C,C,24,0,30,17.440747867362504
C,B,B,18,11,46,13.402026477175008
C,B,B,16,12,21,13.299537080289664
C,B,C,23,11,44,18.210258072528028
C,B,B,15,14,38,11.490158353543949
C,C,C,29,1,34,18.207049997537236
C,C,C,35,4,28,19.2615073998196
B,C,A,9,3,16,13.985730602823567
B,C,C,40,6,15,19.402536834747387
C,C,C,28,3,38,14.852602385683436
C,C,C,27,2,42,19.00683803190862
B,C,C,30,3,11,18.26431390477897
B,B,B,14,14,19,13.00236766791588
C,C,C,40,3,51,16.332092951503675
A,A,A,1,8,6,4.2600149163905074
C,C,B,14,5,41,12.979858099729597
C,C,C,21,5,44,20.18975785780036
C,A,C,35,7,59,15.76028939222319
C,A,B,13,7,35,11.346004783556994
C,B,C,32,10,44,16.904416615446095
C,C,C,34,6,53,16.10413295602245
A,B,A,7,10,8,6.189442730966467
A,C,C,22,2,2,12.501275287562967
C,A,A,5,7,27,8.945218328265362
A,C,A,5,0,2,8.199997071978485
C,C,A,7,3,21,9.859261271664206
B,A,A,7,8,19,7.8572277691640435
C,C,A,4,5,34,12.374848698740077
B,B,A,5,11,13,12.469286772652953
C,C,C,34,1,42,19.935878442033687
C,A,C,21,8,54,14.234386164243418
A,B,C,38,10,6,12.369183967809416
C,B,C,35,12,39,15.159489905453752
B,C,C,34,0,17,17.345471312605955
B,B,B,16,14,13,12.260183384147524
C,A,A,7,8,37,6.1863509382397845
C,C,A,6,6,34,11.26056323076981
B,C,C,23,0,20,15.871326376045486
C,B,C,29,11,33,15.995636071418886
C,C,C,24,2,41,16.50762981737998
A,A,C,28,9,2,10.701137583129077
C,A,C,21,7,57,12.315066345380302
A,C,C,40,5,1,13.154786091626635
C,A,C,39,9,55,12.1323530128625
A,B,C,32,10,10,11.261702639017889
C,A,B,17,8,22,9.776230397808554
B,B,B,14,12,13,12.383834285471814
C,C,C,30,0,42,16.27542829020327
C,A,C,30,7,24,14.983130456595575
C,C,C,36,5,60,16.373663895061252
A,B,A,1,10,10,4.479887551782177
C,B,B,11,12,57,12.593936146680559
C,B,A,1,13,26,8.787896007982809
C,A,B,16,9,29,10.227434320077105
C,A,B,17,7,45,9.927707285317048
A,B,B,19,10,0,8.215207152928755
A,C,A,2,1,9,9.29649088875313
C,A,C,26,7,55,15.991618638275433
B,C,C,34,2,18,13.818427788593917
C,A,C,26,9,28,14.419788149817688
B,C,C,20,2,19,20.81763153673405
C,C,A,7,5,52,12.61988674160137
C,C,C,33,1,29,18.00408084732761
A,C,A,5,1,2,8.065425651705059
A,B,B,13,12,2,8.72685980064604
A,C,B,19,4,10,7.506099842063972
C,B,C,27,10,36,18.302989840809044
C,C,B,10,2,29,12.428347623348332
B,C,B,14,0,14,12.550204549446274
C,B,C,33,14,26,15.944467717727894
A,C,C,20,6,2,13.514202460750976
C,A,B,14,7,60,9.550019685242006
A,C,A,7,0,3,7.445463693234846
B,B,A,3,11,13,7.393455541946762
A,C,B,15,2,10,8.404809214143592
C,C,C,29,3,41,17.48418533971807
C,C,A,3,3,28,12.969791570292438
C,C,A,6,2,38,12.498776894790831
B,C,C,31,2,13,16.31236435222862
A,B,A,6,11,0,4.8606951087592645
A,C,C,35,2,6,15.54060722410054
C,B,B,17,13,58,13.09622074547272
B,C,C,36,4,12,17.315681894008012
C,B,C,33,14,38,14.926380117818075
C,C,B,16,5,36,14.37889783910362
C,C,A,1,3,35,10.723135278963532
C,A,B,14,9,47,10.34373904426501
C,C,C,35,0,58,15.943687286299504
B,C,C,32,0,13,19.720310361597438
A,B,C,25,11,10,14.08563385294337
C,C,C,27,4,29,16.98562412135928
A,B,C,32,13,9,13.294581229971946
B,C,A,9,4,15,6.219641506875329
C,A,B,15,8,35,9.555177805678653
C,B,B,13,13,45,13.192443242614907
A,A,B,10,8,3,5.265566733089736
C,A,C,20,7,45,12.416000048250224
C,C,B,13,6,47,12.092577189017966
C,B,C,39,11,21,17.69351233966288
C,B,C,33,10,23,18.64480417420534
C,B,B,12,11,31,12.769832579312208
A,C,A,2,2,9,8.635162373010782
B,A,A,3,7,19,2.096508135556342
A,A,C,20,9,10,8.689119438716645
B,B,A,1,12,17,7.669424441934921
C,C,B,13,0,60,12.81806583194263
A,C,C,29,2,7,13.28013229594946
C,C,C,26,5,47,21.410109152244935
A,B,C,22,10,3,13.178275726892927
A,B,A,5,10,2,6.2547683321237475
A,C,B,14,2,1,10.270222655739758
C,C,A,4,4,56,11.097189605931892
C,C,B,12,5,33,13.429748700653192
A,C,A,9,5,8,8.171018203931574
C,B,A,1,13,33,9.994758721034373
C,C,A,6,0,46,11.651438178033468
B,B,C,37,12,12,15.80809373165688
C,C,B,15,4,43,14.701391969624906
C,B,C,29,10,58,17.856923682274584
C,C,C,30,2,52,17.314674758012785
B,B,C,34,14,20,15.59824252320808
C,A,B,10,9,53,9.855535946442867
C,B,C,25,11,27,16.057641412901493
C,B,C,22,10,24,14.990400356363182
C,C,C,34,4,40,19.981751526322267
C,B,B,17,11,37,12.802992869265898
C,C,C,22,6,24,19.590582614615585
C,A,B,18,8,35,10.033293354541065
A,B,C,26,11,5,14.040176323630448
C,A,B,12,9,43,8.47605967418917
A,C,C,40,3,7,15.497462303425023
C,B,B,13,12,37,13.061507957663071
C,A,C,35,8,28,15.454267353139917
B,B,C,32,13,16,14.361244740911099
C,A,C,28,9,58,13.468915864031985
C,C,C,35,2,43,19.74285829918957
C,C,C,22,3,25,17.66691364773255
B,B,C,26,13,12,19.677432195098742
C,B,C,38,14,27,14.266923735707591
C,C,A,9,2,31,10.77652444534601
A,C,C,40,1,2,10.665007646742037
C,C,B,12,0,41,12.108195718181934
C,C,B,17,3,31,12.538015802425168
A,C,B,12,3,9,8.529717888601285
C,B,A,1,14,53,10.491118133129621
A,C,B,13,2,1,11.046642245410274
B,A,A,2,7,12,2.3240365819254896
A,B,A,1,13,8,5.149291765386893
C,C,C,21,6,56,18.55639842226754
B,C,A,8,6,18,10.489740259283035
C,B,C,30,14,57,16.68252536471422
C,A,C,36,7,22,13.670480551694384
A,B,C,23,11,10,12.247751252937274
C,C,B,13,5,51,13.810255211121984
C,C,A,9,6,52,9.74057657606554
C,C,A,8,0,55,11.76718461699177
C,B,B,15,12,29,11.771151688681893
B,C,C,29,0,20,18.810079128928678
C,A,C,28,7,41,13.679732706511455
C,A,B,13,7,34,9.884504441035851
C,B,C,39,14,45,16.4975652854228
B,B,C,30,11,19,18.813097039321555
B,C,C,22,3,18,17.291853822337707
C,C,C,33,0,33,19.180656143121347
C,C,C,38,0,24,18.959247782397505
B,C,C,30,5,15,18.902106152705706
C,C,C,32,3,42,17.282229421673364
C,B,A,3,13,58,10.12976116268118
C,B,C,21,12,45,18.27237438514245
C,C,C,22,5,27,15.666550816054276
C,B,B,11,14,44,11.842738755978328
A,A,C,40,8,2,10.697391232700763
B,C,C,27,6,16,11.364670448250433
C,C,A,2,1,49,11.43513874262035
B,A,C,24,7,13,14.046801446598648
C,A,C,27,9,26,13.988834723530115
B,C,C,29,5,18,18.769356155761603
B,C,C,29,6,13,17.776786281026965
B,B,A,7,13,18,8.46909743165059
C,C,C,36,0,56,20.353805440793664
B,B,A,3,12,17,12.440858475072002
C,C,C,24,1,55,18.05071469201265
C,B,C,24,13,28,18.251115716765455
C,B,B,16,13,54,12.128860637392863
B,C,A,8,4,15,9.683612658157788
C,B,B,19,14,41,12.174495372216494
C,C,C,38,3,60,17.768091050068318
A,A,C,39,7,10,8.851765057979916
A,A,A,9,7,6,3.416809056134877
C,A,B,17,7,33,9.904187047684848
C,A,B,15,9,26,8.869205585192875
C,A,C,32,9,40,17.596195072140585
B,B,C,34,13,20,16.804895422776564
B,B,A,2,10,19,10.182003641114292
C,C,C,36,1,38,16.830645707905393
A,C,C,27,0,9,10.078627934352571
C,C,C,36,1,44,16.486271995226783
C,B,A,4,12,55,10.125165369039514
C,A,B,10,8,42,9.979853970800033
C,B,C,32,10,48,17.159451720541092
